Series_reference,Period
BDCQ.SEA1QA,2018.03
BDCQ.SEA1QA,2018.06
BDCQ.SEA1QA,2018.09
BDCQ.SEA1QA,2018.12
BDCQ.SEA1QA,2019.03
BDCQ.SEA1QA,2019.06
BDCQ.SEA1QA,2019.09
BDCQ.SEA1QA,2019.12
BDCQ.SEA1QA,2020.03
BDCQ.SEA1QA,2020.06
BDCQ.SEA1QA,2020.09
BDCQ.SEA1QA,2020.12
BDCQ.SEA1QA,2021.03
BDCQ.SEA1QA,2021.06
BDCQ.SEA1QA,2021.09
BDCQ.SEA1QA,2021.12
BDCQ.SEA1QA,2022.03
BDCQ.SEA1QA,2022.06
BDCQ.SEA1QA,2022.09
BDCQ.SEA1QA,2022.12
BDCQ.SEA1QA,2023.03
BDCQ.SEA1QA,2023.06
BDCQ.SEA1QS,2011.06
BDCQ.SEA1QS,2011.09
BDCQ.SEA1QS,2011.12
BDCQ.SEA1QS,2012.03
BDCQ.SEA1QS,2012.06
BDCQ.SEA1QS,2012.09
BDCQ.SEA1QS,2012.12
BDCQ.SEA1QS,2013.03
BDCQ.SEA1QS,2013.06
BDCQ.SEA1QS,2013.09
BDCQ.SEA1QS,2013.12
BDCQ.SEA1QS,2014.03
BDCQ.SEA1QS,2014.06
BDCQ.SEA1QS,2014.09
BDCQ.SEA1QS,2014.12
BDCQ.SEA1QS,2015.03
BDCQ.SEA1QS,2015.06
BDCQ.SEA1QS,2015.09
BDCQ.SEA1QS,2015.12
BDCQ.SEA1QS,2016.03
BDCQ.SEA1QS,2016.06
BDCQ.SEA1QS,2016.09
BDCQ.SEA1QS,2016.12
BDCQ.SEA1QS,2017.03
BDCQ.SEA1QS,2017.06
BDCQ.SEA1QS,2017.09
BDCQ.SEA1QS,2017.12
BDCQ.SEA1QS,2018.03
BDCQ.SEA1QS,2018.06
BDCQ.SEA1QS,2018.09
BDCQ.SEA1QS,2018.12
BDCQ.SEA1QS,2019.03
BDCQ.SEA1QS,2019.06
BDCQ.SEA1QS,2019.09
BDCQ.SEA1QS,2019.12
BDCQ.SEA1QS,2020.03
BDCQ.SEA1QS,2020.06
BDCQ.SEA1QS,2020.09
BDCQ.SEA1QS,2020.12
BDCQ.SEA1QS,2021.03
BDCQ.SEA1QS,2021.06
BDCQ.SEA1QS,2021.09
BDCQ.SEA1QS,2021.12
BDCQ.SEA1QS,2022.03
BDCQ.SEA1QS,2022.06
BDCQ.SEA1QS,2022.09
BDCQ.SEA1QS,2022.12
BDCQ.SEA1QS,2023.03
BDCQ.SEA1QS,2023.06
BDCQ.SEA1QT,2011.06
BDCQ.SEA1QT,2011.09
BDCQ.SEA1QT,2011.12
BDCQ.SEA1QT,2012.03
BDCQ.SEA1QT,2012.06
BDCQ.SEA1QT,2012.09
BDCQ.SEA1QT,2012.12
BDCQ.SEA1QT,2013.03
BDCQ.SEA1QT,2013.06
BDCQ.SEA1QT,2013.09
BDCQ.SEA1QT,2013.12
BDCQ.SEA1QT,2014.03
BDCQ.SEA1QT,2014.06
BDCQ.SEA1QT,2014.09
BDCQ.SEA1QT,2014.12
BDCQ.SEA1QT,2015.03
BDCQ.SEA1QT,2015.06
BDCQ.SEA1QT,2015.09
BDCQ.SEA1QT,2015.12
BDCQ.SEA1QT,2016.03
BDCQ.SEA1QT,2016.06
BDCQ.SEA1QT,2016.09
BDCQ.SEA1QT,2016.12
BDCQ.SEA1QT,2017.03
BDCQ.SEA1QT,2017.06
BDCQ.SEA1QT,2017.09
BDCQ.SEA1QT,2017.12
BDCQ.SEA1QT,2018.03
BDCQ.SEA1QT,2018.06
BDCQ.SEA1QT,2018.09
BDCQ.SEA1QT,2018.12
BDCQ.SEA1QT,2019.03
BDCQ.SEA1QT,2019.06
BDCQ.SEA1QT,2019.09
BDCQ.SEA1QT,2019.12
BDCQ.SEA1QT,2020.03
BDCQ.SEA1QT,2020.06
BDCQ.SEA1QT,2020.09
BDCQ.SEA1QT,2020.12
BDCQ.SEA1QT,2021.03
BDCQ.SEA1QT,2021.06
BDCQ.SEA1QT,2021.09
BDCQ.SEA1QT,2021.12
BDCQ.SEA1QT,2022.03
BDCQ.SEA1QT,2022.06
BDCQ.SEA1QT,2022.09
BDCQ.SEA1QT,2022.12
BDCQ.SEA1QT,2023.03
BDCQ.SEA1QT,2023.06
BDCQ.SEA1RA,2011.06
BDCQ.SEA1RA,2011.09
BDCQ.SEA1RA,2011.12
BDCQ.SEA1RA,2012.03
BDCQ.SEA1RA,2012.06
BDCQ.SEA1RA,2012.09
BDCQ.SEA1RA,2012.12
BDCQ.SEA1RA,2013.03
BDCQ.SEA1RA,2013.06
BDCQ.SEA1RA,2013.09
BDCQ.SEA1RA,2013.12
BDCQ.SEA1RA,2014.03
BDCQ.SEA1RA,2014.06
BDCQ.SEA1RA,2014.09
BDCQ.SEA1RA,2014.12
BDCQ.SEA1RA,2015.03
BDCQ.SEA1RA,2015.06
BDCQ.SEA1RA,2015.09
BDCQ.SEA1RA,2015.12
BDCQ.SEA1RA,2016.03
BDCQ.SEA1RA,2016.06
BDCQ.SEA1RA,2016.09
BDCQ.SEA1RA,2016.12
BDCQ.SEA1RA,2017.03
BDCQ.SEA1RA,2017.06
BDCQ.SEA1RA,2017.09
BDCQ.SEA1RA,2017.12
BDCQ.SEA1RA,2018.03
BDCQ.SEA1RA,2018.06
BDCQ.SEA1RA,2018.09
BDCQ.SEA1RA,2018.12
BDCQ.SEA1RA,2019.03
BDCQ.SEA1RA,2019.06
BDCQ.SEA1RA,2019.09
BDCQ.SEA1RA,2019.12
BDCQ.SEA1RA,2020.03
BDCQ.SEA1RA,2020.06
BDCQ.SEA1RA,2020.09
BDCQ.SEA1RA,2020.12
BDCQ.SEA1RA,2021.03
BDCQ.SEA1RA,2021.06
BDCQ.SEA1RA,2021.09
BDCQ.SEA1RA,2021.12
BDCQ.SEA1RA,2022.03
BDCQ.SEA1RA,2022.06
BDCQ.SEA1RA,2022.09
BDCQ.SEA1RA,2022.12
BDCQ.SEA1RA,2023.03
BDCQ.SEA1RA,2023.06
BDCQ.SEA1RS,2011.06
BDCQ.SEA1RS,2011.09
BDCQ.SEA1RS,2011.12
BDCQ.SEA1RS,2012.03
BDCQ.SEA1RS,2012.06
BDCQ.SEA1RS,2012.09
BDCQ.SEA1RS,2012.12
BDCQ.SEA1RS,2013.03
BDCQ.SEA1RS,2013.06
BDCQ.SEA1RS,2013.09
BDCQ.SEA1RS,2013.12
BDCQ.SEA1RS,2014.03
BDCQ.SEA1RS,2014.06
BDCQ.SEA1RS,2014.09
BDCQ.SEA1RS,2014.12
BDCQ.SEA1RS,2015.03
BDCQ.SEA1RS,2015.06
BDCQ.SEA1RS,2015.09
BDCQ.SEA1RS,2015.12
BDCQ.SEA1RS,2016.03
BDCQ.SEA1RS,2016.06
BDCQ.SEA1RS,2016.09
BDCQ.SEA1RS,2016.12
BDCQ.SEA1RS,2017.03
BDCQ.SEA1RS,2017.06
BDCQ.SEA1RS,2017.09
BDCQ.SEA1RS,2017.12
BDCQ.SEA1RS,2018.03
BDCQ.SEA1RS,2018.06
BDCQ.SEA1RS,2018.09
BDCQ.SEA1RS,2018.12
BDCQ.SEA1RS,2019.03
BDCQ.SEA1RS,2019.06
BDCQ.SEA1RS,2019.09
BDCQ.SEA1RS,2019.12
BDCQ.SEA1RS,2020.03
BDCQ.SEA1RS,2020.06
BDCQ.SEA1RS,2020.09
BDCQ.SEA1RS,2020.12
BDCQ.SEA1RS,2021.03
BDCQ.SEA1RS,2021.06
BDCQ.SEA1RS,2021.09
BDCQ.SEA1RS,2021.12
BDCQ.SEA1RS,2022.03
BDCQ.SEA1RS,2022.06
BDCQ.SEA1RS,2022.09
BDCQ.SEA1RS,2022.12
BDCQ.SEA1RS,2023.03
BDCQ.SEA1RS,2023.06
BDCQ.SEA1RT,2011.06
BDCQ.SEA1RT,2011.09
BDCQ.SEA1RT,2011.12
BDCQ.SEA1RT,2012.03
BDCQ.SEA1RT,2012.06
BDCQ.SEA1RT,2012.09
BDCQ.SEA1RT,2012.12
BDCQ.SEA1RT,2013.03
BDCQ.SEA1RT,2013.06
BDCQ.SEA1RT,2013.09
BDCQ.SEA1RT,2013.12
BDCQ.SEA1RT,2014.03
BDCQ.SEA1RT,2014.06
BDCQ.SEA1RT,2014.09
BDCQ.SEA1RT,2014.12
BDCQ.SEA1RT,2015.03
BDCQ.SEA1RT,2015.06
BDCQ.SEA1RT,2015.09
BDCQ.SEA1RT,2015.12
BDCQ.SEA1RT,2016.03
BDCQ.SEA1RT,2016.06
BDCQ.SEA1RT,2016.09
BDCQ.SEA1RT,2016.12
BDCQ.SEA1RT,2017.03
BDCQ.SEA1RT,2017.06
BDCQ.SEA1RT,2017.09
BDCQ.SEA1RT,2017.12
BDCQ.SEA1RT,2018.03
BDCQ.SEA1RT,2018.06
BDCQ.SEA1RT,2018.09
BDCQ.SEA1RT,2018.12
BDCQ.SEA1RT,2019.03
BDCQ.SEA1RT,2019.06
BDCQ.SEA1RT,2019.09
BDCQ.SEA1RT,2019.12
BDCQ.SEA1RT,2020.03
BDCQ.SEA1RT,2020.06
BDCQ.SEA1RT,2020.09
BDCQ.SEA1RT,2020.12
BDCQ.SEA1RT,2021.03
BDCQ.SEA1RT,2021.06
BDCQ.SEA1RT,2021.09
BDCQ.SEA1RT,2021.12
BDCQ.SEA1RT,2022.03
BDCQ.SEA1RT,2022.06
BDCQ.SEA1RT,2022.09
BDCQ.SEA1RT,2022.12
BDCQ.SEA1RT,2023.03
BDCQ.SEA1RT,2023.06
BDCQ.SEA1SA,2011.06
BDCQ.SEA1SA,2011.09
BDCQ.SEA1SA,2011.12
BDCQ.SEA1SA,2012.03
BDCQ.SEA1SA,2012.06
BDCQ.SEA1SA,2012.09
BDCQ.SEA1SA,2012.12
BDCQ.SEA1SA,2013.03
BDCQ.SEA1SA,2013.06
BDCQ.SEA1SA,2013.09
BDCQ.SEA1SA,2013.12
BDCQ.SEA1SA,2014.03
BDCQ.SEA1SA,2014.06
BDCQ.SEA1SA,2014.09
BDCQ.SEA1SA,2014.12
BDCQ.SEA1SA,2015.03
BDCQ.SEA1SA,2015.06
BDCQ.SEA1SA,2015.09
BDCQ.SEA1SA,2015.12
BDCQ.SEA1SA,2016.03
BDCQ.SEA1SA,2016.06
BDCQ.SEA1SA,2016.09
BDCQ.SEA1SA,2016.12
BDCQ.SEA1SA,2017.03
BDCQ.SEA1SA,2017.06
BDCQ.SEA1SA,2017.09
BDCQ.SEA1SA,2017.12
BDCQ.SEA1SA,2018.03
BDCQ.SEA1SA,2018.06
BDCQ.SEA1SA,2018.09
BDCQ.SEA1SA,2018.12
BDCQ.SEA1SA,2019.03
BDCQ.SEA1SA,2019.06
BDCQ.SEA1SA,2019.09
BDCQ.SEA1SA,2019.12
BDCQ.SEA1SA,2020.03
BDCQ.SEA1SA,2020.06
BDCQ.SEA1SA,2020.09
BDCQ.SEA1SA,2020.12
BDCQ.SEA1SA,2021.03
BDCQ.SEA1SA,2021.06
BDCQ.SEA1SA,2021.09
BDCQ.SEA1SA,2021.12
BDCQ.SEA1SA,2022.03
BDCQ.SEA1SA,2022.06
BDCQ.SEA1SA,2022.09
BDCQ.SEA1SA,2022.12
BDCQ.SEA1SA,2023.03
BDCQ.SEA1SA,2023.06
BDCQ.SEA1SS,2011.06
BDCQ.SEA1SS,2011.09
BDCQ.SEA1SS,2011.12
BDCQ.SEA1SS,2012.03
BDCQ.SEA1SS,2012.06
BDCQ.SEA1SS,2012.09
BDCQ.SEA1SS,2012.12
BDCQ.SEA1SS,2013.03
BDCQ.SEA1SS,2013.06
BDCQ.SEA1SS,2013.09
BDCQ.SEA1SS,2013.12
BDCQ.SEA1SS,2014.03
BDCQ.SEA1SS,2014.06
BDCQ.SEA1SS,2014.09
BDCQ.SEA1SS,2014.12
BDCQ.SEA1SS,2015.03
BDCQ.SEA1SS,2015.06
BDCQ.SEA1SS,2015.09
BDCQ.SEA1SS,2015.12
BDCQ.SEA1SS,2016.03
BDCQ.SEA1SS,2016.06
BDCQ.SEA1SS,2016.09
BDCQ.SEA1SS,2016.12
BDCQ.SEA1SS,2017.03
BDCQ.SEA1SS,2017.06
BDCQ.SEA1SS,2017.09
BDCQ.SEA1SS,2017.12
BDCQ.SEA1SS,2018.03
BDCQ.SEA1SS,2018.06
BDCQ.SEA1SS,2018.09
BDCQ.SEA1SS,2018.12
BDCQ.SEA1SS,2019.03
BDCQ.SEA1SS,2019.06
BDCQ.SEA1SS,2019.09
BDCQ.SEA1SS,2019.12
BDCQ.SEA1SS,2020.03
BDCQ.SEA1SS,2020.06
BDCQ.SEA1SS,2020.09
BDCQ.SEA1SS,2020.12
BDCQ.SEA1SS,2021.03
BDCQ.SEA1SS,2021.06
BDCQ.SEA1SS,2021.09
BDCQ.SEA1SS,2021.12
BDCQ.SEA1SS,2022.03
BDCQ.SEA1SS,2022.06
BDCQ.SEA1SS,2022.09
BDCQ.SEA1SS,2022.12
BDCQ.SEA1SS,2023.03
BDCQ.SEA1SS,2023.06
BDCQ.SEA1ST,2011.06
BDCQ.SEA1ST,2011.09
BDCQ.SEA1ST,2011.12
BDCQ.SEA1ST,2012.03
BDCQ.SEA1ST,2012.06
BDCQ.SEA1ST,2012.09
BDCQ.SEA1ST,2012.12
BDCQ.SEA1ST,2013.03
BDCQ.SEA1ST,2013.06
BDCQ.SEA1ST,2013.09
BDCQ.SEA1ST,2013.12
BDCQ.SEA1ST,2014.03
BDCQ.SEA1ST,2014.06
BDCQ.SEA1ST,2014.09
BDCQ.SEA1ST,2014.12
BDCQ.SEA1ST,2015.03
BDCQ.SEA1ST,2015.06
BDCQ.SEA1ST,2015.09
BDCQ.SEA1ST,2015.12
BDCQ.SEA1ST,2016.03
BDCQ.SEA1ST,2016.06
BDCQ.SEA1ST,2016.09
BDCQ.SEA1ST,2016.12
BDCQ.SEA1ST,2017.03
BDCQ.SEA1ST,2017.06
BDCQ.SEA1ST,2017.09
BDCQ.SEA1ST,2017.12
BDCQ.SEA1ST,2018.03
BDCQ.SEA1ST,2018.06
BDCQ.SEA1ST,2018.09
BDCQ.SEA1ST,2018.12
BDCQ.SEA1ST,2019.03
BDCQ.SEA1ST,2019.06
BDCQ.SEA1ST,2019.09
BDCQ.SEA1ST,2019.12
BDCQ.SEA1ST,2020.03
BDCQ.SEA1ST,2020.06
BDCQ.SEA1ST,2020.09
BDCQ.SEA1ST,2020.12
BDCQ.SEA1ST,2021.03
BDCQ.SEA1ST,2021.06
BDCQ.SEA1ST,2021.09
BDCQ.SEA1ST,2021.12
BDCQ.SEA1ST,2022.03
BDCQ.SEA1ST,2022.06
BDCQ.SEA1ST,2022.09
BDCQ.SEA1ST,2022.12
BDCQ.SEA1ST,2023.03
BDCQ.SEA1ST,2023.06
BDCQ.SEA1ZA,2011.06
BDCQ.SEA1ZA,2011.09
BDCQ.SEA1ZA,2011.12
BDCQ.SEA1ZA,2012.03
BDCQ.SEA1ZA,2012.06
BDCQ.SEA1ZA,2012.09
BDCQ.SEA1ZA,2012.12
BDCQ.SEA1ZA,2013.03
BDCQ.SEA1ZA,2013.06
BDCQ.SEA1ZA,2013.09
BDCQ.SEA1ZA,2013.12
BDCQ.SEA1ZA,2014.03
BDCQ.SEA1ZA,2014.06
BDCQ.SEA1ZA,2014.09
BDCQ.SEA1ZA,2014.12
BDCQ.SEA1ZA,2015.03
BDCQ.SEA1ZA,2015.06
BDCQ.SEA1ZA,2015.09
BDCQ.SEA1ZA,2015.12
BDCQ.SEA1ZA,2016.03
BDCQ.SEA1ZA,2016.06
BDCQ.SEA1ZA,2016.09
BDCQ.SEA1ZA,2016.12
BDCQ.SEA1ZA,2017.03
BDCQ.SEA1ZA,2017.06
BDCQ.SEA1ZA,2017.09
BDCQ.SEA1ZA,2017.12
BDCQ.SEA1ZA,2018.03
BDCQ.SEA1ZA,2018.06
BDCQ.SEA1ZA,2018.09
BDCQ.SEA1ZA,2018.12
BDCQ.SEA1ZA,2019.03
BDCQ.SEA1ZA,2019.06
BDCQ.SEA1ZA,2019.09
BDCQ.SEA1ZA,2019.12
BDCQ.SEA1ZA,2020.03
BDCQ.SEA1ZA,2020.06
BDCQ.SEA1ZA,2020.09
BDCQ.SEA1ZA,2020.12
BDCQ.SEA1ZA,2021.03
BDCQ.SEA1ZA,2021.06
BDCQ.SEA1ZA,2021.09
BDCQ.SEA1ZA,2021.12
BDCQ.SEA1ZA,2022.03
BDCQ.SEA1ZA,2022.06
BDCQ.SEA1ZA,2022.09
BDCQ.SEA1ZA,2022.12
BDCQ.SEA1ZA,2023.03
BDCQ.SEA1ZA,2023.06
BDCQ.SEA1ZS,2011.06
BDCQ.SEA1ZS,2011.09
BDCQ.SEA1ZS,2011.12
BDCQ.SEA1ZS,2012.03
BDCQ.SEA1ZS,2012.06
BDCQ.SEA1ZS,2012.09
BDCQ.SEA1ZS,2012.12
BDCQ.SEA1ZS,2013.03
BDCQ.SEA1ZS,2013.06
BDCQ.SEA1ZS,2013.09
BDCQ.SEA1ZS,2013.12
BDCQ.SEA1ZS,2014.03
BDCQ.SEA1ZS,2014.06
BDCQ.SEA1ZS,2014.09
BDCQ.SEA1ZS,2014.12
BDCQ.SEA1ZS,2015.03
BDCQ.SEA1ZS,2015.06
BDCQ.SEA1ZS,2015.09
BDCQ.SEA1ZS,2015.12
BDCQ.SEA1ZS,2016.03
BDCQ.SEA1ZS,2016.06
BDCQ.SEA1ZS,2016.09
BDCQ.SEA1ZS,2016.12
BDCQ.SEA1ZS,2017.03
BDCQ.SEA1ZS,2017.06
BDCQ.SEA1ZS,2017.09
BDCQ.SEA1ZS,2017.12
BDCQ.SEA1ZS,2018.03
BDCQ.SEA1ZS,2018.06
BDCQ.SEA1ZS,2018.09
BDCQ.SEA1ZS,2018.12
BDCQ.SEA1ZS,2019.03
BDCQ.SEA1ZS,2019.06
BDCQ.SEA1ZS,2019.09
BDCQ.SEA1ZS,2019.12
BDCQ.SEA1ZS,2020.03
BDCQ.SEA1ZS,2020.06
BDCQ.SEA1ZS,2020.09
BDCQ.SEA1ZS,2020.12
BDCQ.SEA1ZS,2021.03
BDCQ.SEA1ZS,2021.06
BDCQ.SEA1ZS,2021.09
BDCQ.SEA1ZS,2021.12
BDCQ.SEA1ZS,2022.03
BDCQ.SEA1ZS,2022.06
BDCQ.SEA1ZS,2022.09
BDCQ.SEA1ZS,2022.12
BDCQ.SEA1ZS,2023.03
BDCQ.SEA1ZS,2023.06
BDCQ.SEA1ZT,2011.06
BDCQ.SEA1ZT,2011.09
BDCQ.SEA1ZT,2011.12
BDCQ.SEA1ZT,2012.03
BDCQ.SEA1ZT,2012.06
BDCQ.SEA1ZT,2012.09
BDCQ.SEA1ZT,2012.12
BDCQ.SEA1ZT,2013.03
BDCQ.SEA1ZT,2013.06
BDCQ.SEA1ZT,2013.09
BDCQ.SEA1ZT,2013.12
BDCQ.SEA1ZT,2014.03
BDCQ.SEA1ZT,2014.06
BDCQ.SEA1ZT,2014.09
BDCQ.SEA1ZT,2014.12
BDCQ.SEA1ZT,2015.03
BDCQ.SEA1ZT,2015.06
BDCQ.SEA1ZT,2015.09
BDCQ.SEA1ZT,2015.12
BDCQ.SEA1ZT,2016.03
BDCQ.SEA1ZT,2016.06
BDCQ.SEA1ZT,2016.09
BDCQ.SEA1ZT,2016.12
BDCQ.SEA1ZT,2017.03
BDCQ.SEA1ZT,2017.06
BDCQ.SEA1ZT,2017.09
BDCQ.SEA1ZT,2017.12
BDCQ.SEA1ZT,2018.03
BDCQ.SEA1ZT,2018.06
BDCQ.SEA1ZT,2018.09
BDCQ.SEA1ZT,2018.12
BDCQ.SEA1ZT,2019.03
BDCQ.SEA1ZT,2019.06
BDCQ.SEA1ZT,2019.09
BDCQ.SEA1ZT,2019.12
BDCQ.SEA1ZT,2020.03
BDCQ.SEA1ZT,2020.06
BDCQ.SEA1ZT,2020.09
BDCQ.SEA1ZT,2020.12
BDCQ.SEA1ZT,2021.03
BDCQ.SEA1ZT,2021.06
BDCQ.SEA1ZT,2021.09
BDCQ.SEA1ZT,2021.12
BDCQ.SEA1ZT,2022.03
BDCQ.SEA1ZT,2022.06
BDCQ.SEA1ZT,2022.09
BDCQ.SEA1ZT,2022.12
BDCQ.SEA1ZT,2023.03
BDCQ.SEA1ZT,2023.06
BDCQ.SEA2AA,2011.06
BDCQ.SEA2AA,2011.09
BDCQ.SEA2AA,2011.12
BDCQ.SEA2AA,2012.03
BDCQ.SEA2AA,2012.06
BDCQ.SEA2AA,2012.09
BDCQ.SEA2AA,2012.12
BDCQ.SEA2AA,2013.03
BDCQ.SEA2AA,2013.06
BDCQ.SEA2AA,2013.09
BDCQ.SEA2AA,2013.12
BDCQ.SEA2AA,2014.03
BDCQ.SEA2AA,2014.06
BDCQ.SEA2AA,2014.09
BDCQ.SEA2AA,2014.12
BDCQ.SEA2AA,2015.03
BDCQ.SEA2AA,2015.06
BDCQ.SEA2AA,2015.09
BDCQ.SEA2AA,2015.12
BDCQ.SEA2AA,2016.03
BDCQ.SEA2AA,2016.06
BDCQ.SEA2AA,2016.09
BDCQ.SEA2AA,2016.12
BDCQ.SEA2AA,2017.03
BDCQ.SEA2AA,2017.06
BDCQ.SEA2AA,2017.09
BDCQ.SEA2AA,2017.12
BDCQ.SEA2AA,2018.03
BDCQ.SEA2AA,2018.06
BDCQ.SEA2AA,2018.09
BDCQ.SEA2AA,2018.12
BDCQ.SEA2AA,2019.03
BDCQ.SEA2AA,2019.06
BDCQ.SEA2AA,2019.09
BDCQ.SEA2AA,2019.12
BDCQ.SEA2AA,2020.03
BDCQ.SEA2AA,2020.06
BDCQ.SEA2AA,2020.09
BDCQ.SEA2AA,2020.12
BDCQ.SEA2AA,2021.03
BDCQ.SEA2AA,2021.06
BDCQ.SEA2AA,2021.09
BDCQ.SEA2AA,2021.12
BDCQ.SEA2AA,2022.03
BDCQ.SEA2AA,2022.06
BDCQ.SEA2AA,2022.09
BDCQ.SEA2AA,2022.12
BDCQ.SEA2AA,2023.03
BDCQ.SEA2AA,2023.06
BDCQ.SEA2AS,2011.06
BDCQ.SEA2AS,2011.09
BDCQ.SEA2AS,2011.12
BDCQ.SEA2AS,2012.03
BDCQ.SEA2AS,2012.06
BDCQ.SEA2AS,2012.09
BDCQ.SEA2AS,2012.12
BDCQ.SEA2AS,2013.03
BDCQ.SEA2AS,2013.06
BDCQ.SEA2AS,2013.09
BDCQ.SEA2AS,2013.12
BDCQ.SEA2AS,2014.03
BDCQ.SEA2AS,2014.06
BDCQ.SEA2AS,2014.09
BDCQ.SEA2AS,2014.12
BDCQ.SEA2AS,2015.03
BDCQ.SEA2AS,2015.06
BDCQ.SEA2AS,2015.09
BDCQ.SEA2AS,2015.12
BDCQ.SEA2AS,2016.03
BDCQ.SEA2AS,2016.06
BDCQ.SEA2AS,2016.09
BDCQ.SEA2AS,2016.12
BDCQ.SEA2AS,2017.03
BDCQ.SEA2AS,2017.06
BDCQ.SEA2AS,2017.09
BDCQ.SEA2AS,2017.12
BDCQ.SEA2AS,2018.03
BDCQ.SEA2AS,2018.06
BDCQ.SEA2AS,2018.09
BDCQ.SEA2AS,2018.12
BDCQ.SEA2AS,2019.03
BDCQ.SEA2AS,2019.06
BDCQ.SEA2AS,2019.09
BDCQ.SEA2AS,2019.12
BDCQ.SEA2AS,2020.03
BDCQ.SEA2AS,2020.06
BDCQ.SEA2AS,2020.09
BDCQ.SEA2AS,2020.12
BDCQ.SEA2AT,2011.06
BDCQ.SEA2AT,2011.09
BDCQ.SEA2AT,2011.12
BDCQ.SEA2AT,2012.03
BDCQ.SEA2AT,2012.06
BDCQ.SEA2AT,2012.09
BDCQ.SEA2AT,2012.12
BDCQ.SEA2AT,2013.03
BDCQ.SEA2AT,2013.06
BDCQ.SEA2AT,2013.09
BDCQ.SEA2AT,2013.12
BDCQ.SEA2AT,2014.03
BDCQ.SEA2AT,2014.06
BDCQ.SEA2AT,2014.09
BDCQ.SEA2AT,2014.12
BDCQ.SEA2AT,2015.03
BDCQ.SEA2AT,2015.06
BDCQ.SEA2AT,2015.09
BDCQ.SEA2AT,2015.12
BDCQ.SEA2AT,2016.03
BDCQ.SEA2AT,2016.06
BDCQ.SEA2AT,2016.09
BDCQ.SEA2AT,2016.12
BDCQ.SEA2AT,2017.03
BDCQ.SEA2AT,2017.06
BDCQ.SEA2AT,2017.09
BDCQ.SEA2AT,2017.12
BDCQ.SEA2AT,2018.03
BDCQ.SEA2AT,2018.06
BDCQ.SEA2AT,2018.09
BDCQ.SEA2AT,2018.12
BDCQ.SEA2AT,2019.03
BDCQ.SEA2AT,2019.06
BDCQ.SEA2AT,2019.09
BDCQ.SEA2AT,2019.12
BDCQ.SEA2AT,2020.03
BDCQ.SEA2AT,2020.06
BDCQ.SEA2AT,2020.09
BDCQ.SEA2AT,2020.12
BDCQ.SEA2BA,2011.06
BDCQ.SEA2BA,2011.09
BDCQ.SEA2BA,2011.12
BDCQ.SEA2BA,2012.03
BDCQ.SEA2BA,2012.06
BDCQ.SEA2BA,2012.09
BDCQ.SEA2BA,2012.12
BDCQ.SEA2BA,2013.03
BDCQ.SEA2BA,2013.06
BDCQ.SEA2BA,2013.09
BDCQ.SEA2BA,2013.12
BDCQ.SEA2BA,2014.03
BDCQ.SEA2BA,2014.06
BDCQ.SEA2BA,2014.09
BDCQ.SEA2BA,2014.12
BDCQ.SEA2BA,2015.03
BDCQ.SEA2BA,2015.06
BDCQ.SEA2BA,2015.09
BDCQ.SEA2BA,2015.12
BDCQ.SEA2BA,2016.03
BDCQ.SEA2BA,2016.06
BDCQ.SEA2BA,2016.09
BDCQ.SEA2BA,2016.12
BDCQ.SEA2BA,2017.03
BDCQ.SEA2BA,2017.06
BDCQ.SEA2BA,2017.09
BDCQ.SEA2BA,2017.12
BDCQ.SEA2BA,2018.03
BDCQ.SEA2BA,2018.06
BDCQ.SEA2BA,2018.09
BDCQ.SEA2BA,2018.12
BDCQ.SEA2BA,2019.03
BDCQ.SEA2BA,2019.06
BDCQ.SEA2BA,2019.09
BDCQ.SEA2BA,2019.12
BDCQ.SEA2BA,2020.03
BDCQ.SEA2BA,2020.06
BDCQ.SEA2BA,2020.09
BDCQ.SEA2BA,2020.12
BDCQ.SEA2BA,2021.03
BDCQ.SEA2BA,2021.06
BDCQ.SEA2BA,2021.09
BDCQ.SEA2BA,2021.12
BDCQ.SEA2BA,2022.03
BDCQ.SEA2BA,2022.06
BDCQ.SEA2BA,2022.09
BDCQ.SEA2BA,2022.12
BDCQ.SEA2BA,2023.03
BDCQ.SEA2BA,2023.06
BDCQ.SEA2BS,2011.06
BDCQ.SEA2BS,2011.09
BDCQ.SEA2BS,2011.12
BDCQ.SEA2BS,2012.03
BDCQ.SEA2BS,2012.06
BDCQ.SEA2BS,2012.09
BDCQ.SEA2BS,2012.12
BDCQ.SEA2BS,2013.03
BDCQ.SEA2BS,2013.06
BDCQ.SEA2BS,2013.09
BDCQ.SEA2BS,2013.12
BDCQ.SEA2BS,2014.03
BDCQ.SEA2BS,2014.06
BDCQ.SEA2BS,2014.09
BDCQ.SEA2BS,2014.12
BDCQ.SEA2BS,2015.03
BDCQ.SEA2BS,2015.06
BDCQ.SEA2BS,2015.09
BDCQ.SEA2BS,2015.12
BDCQ.SEA2BS,2016.03
BDCQ.SEA2BS,2016.06
BDCQ.SEA2BS,2016.09
BDCQ.SEA2BS,2016.12
BDCQ.SEA2BS,2017.03
BDCQ.SEA2BS,2017.06
BDCQ.SEA2BS,2017.09
BDCQ.SEA2BS,2017.12
BDCQ.SEA2BS,2018.03
BDCQ.SEA2BS,2018.06
BDCQ.SEA2BS,2018.09
BDCQ.SEA2BS,2018.12
BDCQ.SEA2BS,2019.03
